294,16
295,30
296,29
297,2
298,46
299,33
300,32
301,20
302,15
303,26
304,36
305,14
306,20
307,37
308,20
309,35
310,47
311,41
312,29
313,17
314,1
315,45
316,6
317,35
318,47
319,44
320,20
321,36
322,30
323,11
324,26
325,42
326,17
327,5
328,1
329,44
330,22
331,15
332,17
333,11
334,35
335,23
336,21
337,2
338,32
339,13
340,7
341,25
342,20
343,22
344,40
345,26
346,29
347,33
348,35
349,45
350,23
351,1
352,9
353,25
354,2
355,20
356,39
357,18
358,1
359,15
360,12
361,32
362,33
363,26
364,1
365,37
366,47
367,47
368,21
369,23
370,14
371,29
372,8
373,17
374,18
375,4
376,5
377,37
378,40
379,44
380,38
381,37
382,30
383,4
384,5
385,43
386,39
387,31
388,2
389,18
390,17
391,9
392,47
393,42
394,16
395,23
396,47
397,46
398,15
399,40
400,4
401,39
402,24
403,24
404,45
405,4
406,23
407,20
408,6
409,11
410,23
411,28
412,7
413,26
414,46
415,9
416,15
417,25
418,11
419,38
420,41
421,29
422,31
423,35
424,3
425,46
426,13
427,33
428,43
429,24
430,8
431,11
432,16
433,32
434,19
435,6
436,6
437,11
438,10
439,42
440,37
441,10
442,2
443,27
444,15
445,2
446,20
447,3
448,15
449,40
450,14
451,14
452,33
453,29
454,18
455,38
456,12
457,7
458,9
459,32
460,39
461,47
462,10
463,26
464,6
465,1
466,10
467,21
468,24
469,12
470,26
471,10
472,26
473,24
474,11
475,38
476,6
477,39
478,37
479,20
480,31
481,41
482,32
483,8
484,7
485,20
486,39
487,31
488,24
489,44
490,35
491,45
492,16
493,28
494,17
495,47
496,37
497,17
498,43
499,12
500,34
501,43
502,21
503,8
504,17
505,9
506,26
507,38
508,37
509,2
510,22
511,9
512,27
513,10
514,32
515,9
516,36
517,22
518,33
519,9
520,6
521,31
522,29
523,24
524,12
525,35
526,16
527,11
528,5
529,3
530,44
531,26
532,7
533,45
534,43
535,15
536,19
537,5
538,19
539,2
540,39
541,22
542,22
543,29
544,24
545,1
546,2
547,4
548,40
549,10
550,38
551,26
552,44
553,21
554,27
555,42
556,38
557,37
558,15
559,1
560,46
561,45
562,12
563,16
564,24
565,28
566,31
567,16
568,30
569,29
570,48
571,10
572,46
573,44
574,39
575,6
576,36
577,1
578,11
579,22
580,34
581,12
582,10
583,10
584,36
585,22
586,26
587,38
588,42
589,3
590,15
591,28
592,46
593,10
594,16
595,39
596,32
597,32
598,24
599,22
600,25
601,25
602,33
603,42
604,11
605,9
606,35
607,7
608,34
609,28
610,25
611,37
612,4
613,47
614,25
615,8
616,37
617,12
618,27
619,47
620,30
621,12
622,5
623,17
624,32
625,33
626,2
627,12
628,4
629,28
630,44
631,16
632,23
633,14
634,44
635,17
636,25
637,14
638,31
639,34
640,29
641,6
642,29
643,25
644,33
645,47
646,11
647,7
648,5
649,6
650,8
651,30
652,3
653,38
654,22
655,47
656,41
657,24
658,27
659,4
660,45
661,28
662,8
663,7
664,17
665,13
666,32
667,14
668,41
669,2
670,9
671,20
672,34
673,13
674,31
675,32
676,19
677,32
678,19
679,47
680,9
681,44
682,14
683,33
684,26
685,44
686,46
687,32
688,10
689,39
690,1
691,11
692,42
693,35
694,9
695,33
696,12
697,13
698,29
699,19
700,40
701,41
1,15
2,15
3,27
4,30
5,6
6,47
7,1
8,23
9,10
10,28
11,20
12,15
13,3
14,38
15,5
16,19
17,44
18,46
19,14
20,5
21,10
22,37
23,9
24,20
25,36
26,20
27,10
28,4
29,43
30,7
31,9
32,27
33,26
34,23
35,44
36,36
37,1
38,23
39,19
40,13
41,47
42,18
43,43
44,31
45,16
46,36
47,2
48,30
49,3
50,30
51,38
52,8
53,5
54,39
55,20
56,38
57,33
58,9
59,16
60,9
61,43
62,4
63,47
64,42
65,18
66,24
67,46
68,20
69,27
70,1
71,18
72,24
73,12
74,41
75,2
76,31
77,15
78,13
79,16
80,27
81,15
82,7
83,11
84,22
85,35
86,44
87,31
88,34
89,30
90,11
91,22
92,3
93,44
94,13
95,21
96,33
97,6
98,40
99,8
100,32
101,45
102,8
103,28
104,29
105,24
106,46
107,13
108,1
109,31
110,1
111,46
112,20
113,45
114,22
115,35
116,22
117,43
118,20
119,34
120,22
121,27
122,38
123,30
124,8
125,20
126,6
127,41
128,27
129,47
130,34
131,30
132,39
133,17
134,37
135,38
136,4
137,39
138,29
139,25
140,31
141,28
142,17
143,3
144,38
145,25
146,14
147,34
148,40
149,25
150,12
151,13
152,13
153,35
154,31
155,44
156,10
157,31
158,30
159,38
160,34
161,38
162,30
163,35
164,36
165,18
166,4
167,10
168,43
169,28
170,45
171,13
172,25
173,30
174,27
175,39
176,3
177,37
178,45
179,33
180,36
181,34
182,24
183,20
184,7
185,25
186,46
187,43
188,32
189,4
190,17
191,15
192,34
193,1
194,36
195,40
196,16
197,2
198,38
199,34
200,32
201,26
202,25
203,8
204,9
205,39
206,47
207,12
208,14
209,27
210,29
211,45
212,2
213,3
214,34
215,34
216,24
217,2
218,28
219,32
220,28
221,35
222,47
223,27
224,44
225,33
226,10
227,10
228,17
229,31
230,28
231,4
232,24
233,8
234,8
235,20
236,12
237,34
238,5
239,7
240,44
241,32
242,40
243,24
244,44
245,46
246,3
247,35
248,7
249,31
250,23
251,12
252,24
253,41
254,3
255,40
256,14
257,17
258,23
259,4
260,42
261,17
262,4
263,44
264,17
265,39
266,40
267,20
268,16
269,25
270,34
271,38
272,46
273,38
274,4
275,27
276,21
277,41
278,47
279,25
280,8
281,9
282,43
283,32
284,4
285,19
286,44
287,29
288,24
289,8
290,5
291,30
292,42
293,17
294,14
295,44
296,34
297,28
298,20
299,43
300,33
301,29
302,17
303,39
304,2
305,42
306,16
307,40
308,29
309,42
310,29
311,16
312,35
313,7
314,14
315,15
316,19
317,6
318,17
319,43
320,9
321,25
322,23
323,13
324,22
325,35
326,41
327,41
328,20
329,8
330,1
331,27
332,7
333,16
334,19
335,10
336,28
337,24
338,22
339,2
340,20
341,8
342,46
343,2
344,38
345,28
346,15
347,36
348,44
349,46
350,18
351,46
352,27
353,23
354,17
355,1
356,4
357,25
358,41
359,8
360,3
361,23
362,30
363,10
364,2
365,3
366,2
367,42
368,6
369,39
370,22
371,21
372,23
373,6
374,4
375,44
376,36
377,26
378,4
379,14
380,37
381,45
382,2
383,3
384,21
385,2
386,17
387,21
388,11
389,1
390,16
391,29
392,12
393,25
394,24
395,4
396,12
397,33
398,16
399,32
400,9
401,37
402,7
403,8
404,28
405,44
406,34
407,13
408,17
409,45
410,26
411,8
412,41
413,34
414,1
415,36
416,22
417,1
418,28
419,24
420,34
421,17
422,3
423,24
424,28
425,39
426,44
427,1
428,10
429,31
430,6
431,46
432,20
433,38
434,22
435,32
436,7
437,43
438,37
439,47
440,44
441,46
442,29
443,5
444,34
445,28
446,14
447,31
448,6
449,9
450,44
451,37
452,27
453,4
454,12
455,10
456,7
457,42
458,29
459,36
460,6
461,8
462,40
463,44
464,4
465,38
466,8
467,12
468,18
469,37
470,42
471,47
472,29
473,4
474,30
475,37
476,39
477,24
478,12
479,4
480,6
481,32
482,41
483,25
484,32
485,15
486,33
487,45
488,25
489,31
490,17
491,11
492,21
493,9
494,27
495,5
496,36
497,5
498,3
499,10
500,3
501,33
502,5
503,15
504,13
505,23
506,39
507,23
508,22
509,7
510,31
511,34
512,18
513,27
514,12
515,16
516,15
517,46
518,1
519,46
520,14
521,40
522,33
523,26
524,25
525,4
526,47
527,39
528,16
529,7
530,34
531,18
532,12
533,32
534,5
535,19
536,45
537,26
538,12
539,14
540,17
541,44
542,5
543,27
544,13
545,27
546,29
547,37
548,1
549,7
550,13
551,45
552,3
553,27
554,45
555,13
556,37
557,5
558,1
559,43
560,26
561,39
562,33
563,6
564,43
565,44
566,28
567,27
568,28
569,10
570,47
571,21
572,26
573,34
574,14
575,8
576,16
577,20
578,40
579,34
580,43
581,20
582,14
583,27
584,2
585,42
586,27
587,47
588,28
589,27
590,34
591,12
592,13
593,7
594,18
595,12
596,24
597,41
598,9
599,9
600,4
601,44
602,24
603,17
604,46
605,1
606,14
607,40
608,21
609,42
610,7
611,22
612,6
613,8
614,36
615,40
616,41
617,14
618,33
619,29
620,19
621,35
622,12
623,16
624,40
625,26
626,3
627,9
628,29
629,1
630,45
631,25
632,32
633,28
634,20
635,43
636,22
637,45
638,13
639,16
640,8
641,30
642,16
643,2
644,35
645,24
646,43
647,15
648,8
649,5
650,37
651,19
652,6
653,26
654,21
655,41
656,44
657,1
658,2
659,21
660,11
661,17
662,20
663,28
664,25
665,25
666,27
667,23
668,9
669,16
670,11
671,37
672,38
673,46
674,9
675,41
676,12
677,29
678,8
679,21
680,38
681,28
682,28
683,24
684,18
685,31
686,25
687,39
688,3
689,43
690,23
691,18
692,13
693,34
694,39
695,11
696,32
697,15
698,32
699,16
700,34
701,44
